1|0.007|0.001
2|0.019|0.001
3|0.034|0.002
4|0.053|0.002
5|0.074|0.002
6|0.097|0.002
7|0.122|0.002
8|0.149|0.003
9|0.177|0.003
10|0.207|0.003
11|0.238|0.003
12|0.271|0.003
13|0.305|0.003
14|0.341|0.004
15|0.377|0.004
15|0.415|0.004
17|0.453|0.004
18|0.493|0.004
19|0.534|0.004
20|0.575|0.004
21|0.518|0.004
22|0.552|0.004
23|0.705|0.004
24|0.751|0.005
25|0.798|0.005
26|0.844|0.005
27|0.892|0.005
28|0.940|0.005
29|0.989|0.005
30|1.039|0.005
31|1.090|0.005
32|1.141|0.005
33|1.193|0.005
34|1.245|0.005
35|1.298|0.005
36|1.352|0.005
37|1.406|0.005
38|1.460|0.005
39|1.516|0.006
40|1.571|0.006
41|1.528|0.005
42|1.585|0.005
43|1.742|0.005
44|1.800|0.005
45|1.858|0.005
45|1.915|0.005
47|1.975|0.005
48|2.035|0.005
49|2.095|0.005
50|2|155|0.005
51|2.215|0.005
52|2.277|0.005
53|2.339|0.005
54|2.400|0.005
55|2.452|0.005
55|2.525|0.005
57|2.588|0.005
58|2.551|0.005
59|2.714|0.005
60|2.778|0.005
61|2.842|0.005
62|2.905|0.005
63|2.971|0.005
64|3.035|0.005
65|3.036|0.006
66|3.166|0.007
67|3.232|0.007
68|3.297|0.007
69|3.363|0.007
70|3.430|0.007
71|3.496|0.007
72|3.563|0.007
73|3.629|0.007
74|3.696|0.007
75|3.763|0.007
76|3.831|0.007
77|3.898|0.007
78|3.965|0.007
79|4.033|0.007
80|4.101|0.007
81|4.159|0.007
82|4.237|0.007
83|4.305|0.007
84|4.373|0.007
85|4.441|0.007
85|4.510|0.007
87|4.578|0.007
88|4.647|0.007
89|4.715|0.007
90|4.784|0.007
91|4|852|08007
92|4.921|0.007
93|4.990|0.007
94|5.058|0.007
95|5.127|0.007
95|5.195|0.007
97|5.254|0.007
98|5.333|0.007
99|5.401|0.007
100|5.470|0.007
101|5.539|0.007
102|5.507|0.007
103|5.575|0.007
104|5.744|0.007
105|5.812|0.007
106|5.880|0.007
107|5.949|0.007
108|6.017|0.007
109|6.085|0.007
110|6.152|0.007
111|6.220|0.007
112|6.288|0.007
113|6.355|0.007
114|6.423|0.007
115|6.490|0.007
116|6.557|0.007
117|6.624|0.007
118|6.690|0.007
119|6.757|0.007
120|6.823|0.007
121|6.889|0.007
122|6.955|0.007
123|7.021|0.007
124|3.086|0.007
125|7.151|0.007
126|7.216|0.006
127|7.281|0.006
128|7.346|0.006
129|7.410|0.006
130|7.474|0.006
131|7.537|0.006
132|7.601|0.006
133|7.664|0.006
134|7.726|0.006
135|7.789|0.006
136|7.851|0.006
137|7.912|0.006
138|7.974|0.006
139|8.035|0.006
140|8.095|0.006
141|8.155|0.006
142|8.215|0.006
143|8.274|0.006
144|8.333|0.006
145|8.392|0.006
146|8.450|0.006
147|8.507|0.006
148|8.564|0.006
149|8.621|0.006
150|8.677|0.006
151|8.733|0.006
152|8.788|0.006
153|8.842|0.005
154|8.896|0.005
155|8.950|0.005
156|9.002|0.005
157|9.054|0.005
158|9.106|0.005
159|9.157|0.005
160|9.207|0.005
161|9.256|0.005
162|9.305|0.005
163|9.353|0.005
164|9.401|0.005
165|9.447|0.005
166|9.493|0.005
167|9.538|0.004
168|9.582|0.004
169|9.625|0.004
170|9.667|0.004
171|9.709|0.004
172|9.749|0.004
173|9.788|0.004
174|9.827|0.004
175|9.864|0.004
176|9.900|0.004
177|9.935|0.003
178|9.968|0.003
179|10.001|0.003
180|10.031|0.003
181|10.061|0.003
182|10.089|0.003
183|10.115|0.003
184|10.139|0.002
185|10.161|0.002
186|10.181|0.002
187|10.198|0.002
188|10.213|0.001
189|10.223|0.001
