1|0.007|0.001
2|0.019|0.001
3|0.034|0.002
4|0.053|0.002
5|0.074|0.002
6|0.097|0.002
7|0.122|0.003
8|0.149|0.003
9|0.177|0.003
10|0.208|0.003
11|0.239|0.003
12|0.272|0.003
13|0.306|0.003
14|0.342|0.004
15|0.378|0.004
16|0.416|0.004
17|0.455|0.004
18|0.495|0.004
19|0.535|0.004
20|0.577|0.004
21|0.620|0.004
22|0.664|0.004
23|0.708|0.004
24|0.754|0.005
25|0.800|0.005
26|0.847|0.005
27|0.895|0.005
28|0.943|0.005
29|0.993|0.005
30|1.042|0.005
31|1.093|0.005
32|1.144|0.005
33|1.196|0.005
34|1.249|0.005
35|1.302|0.005
36|1.356|0.005
37|1.410|0.005
38|1.465|0.005
39|1.520|0.006
40|1.576|0.006
41|1.633|0.006
42|1.690|0.006
43|1.747|0.006
44|1.805|0.006
45|1.864|0.006
46|1.923|0.006
47|1.982|0.006
48|2.042|0.006
49|2.102|0.006
50|2.162|0.006
51|2.223|0.006
52|2.285|0.006
53|2.346|0.006
54|2.408|0.006
55|2.471|0.006
56|2.533|0.006
57|2.596|0.006
58|2.660|0.006
59|2.723|0.006
60|2.787|0.006
61|2.852|0.006
62|2.916|0.006
63|2.981|0.006
64|3.046|0.007
65|3.111|0.007
66|3.177|0.007
67|3.243|0.007
68|3.309|0.007
69|3.375|0.007
70|3.441|0.007
71|3.508|0.007
72|3.575|0.007
73|3.642|0.007
74|3.709|0.007
75|3.776|0.007
76|3.844|0.007
77|3.912|0.007
78|3.979|0.007
79|4.047|0.007
80|4.115|0.007
81|4.184|0.007
82|4.252|0.007
83|4.320|0.007
84|4.389|0.007
85|4.457|0.007
86|4.526|0.007
87|4.595|0.007
88|4.663|0.007
89|4.732|0.007
90|4.801|0.007
91|4.870|0.007
92|4.939|0.007
93|5.008|0.007
94|5.077|0.007
95|5.146|0.007
96|5.215|0.007
97|5.284|0.007
98|5.353|0.007
99|5.422|0.007
100|5.491|0.007
101|5.559|0.007
102|5.628|0.007
103|5.697|0.007
104|5.766|0.007
105|5.834|0.007
106|5.903|0.007
107|5.971|0.007
108|6.040|0.007
109|6.108|0.007
110|6.176|0.007
111|6.244|0.007
112|6.312|0.007
113|6.380|0.007
114|6.448|0.007
115|6.515|0.007
116|6.583|0.007
117|6.650|0.007
118|6.717|0.007
119|6.784|0.007
120|6.851|0.007
121|6.917|0.007
122|6.983|0.007
123|7.049|0.007
124|7.115|0.007
125|7.181|0.007
126|7.246|0.007
127|7.311|0.007
128|7.376|0.006
129|7.441|0.006
130|7.505|0.006
131|7.569|0.006
132|7.633|0.006
133|7.696|0.006
134|7.759|0.006
135|7.822|0.006
136|7.885|0.006
137|7.947|0.006
138|8.008|0.006
139|8.070|0.006
140|8.131|0.006
141|8.191|0.006
142|8.252|0.006
143|8.311|0.006
144|8.371|0.006
145|8.430|0.006
146|8.488|0.006
147|8.546|0.006
148|8.604|0.006
149|8.661|0.006
150|8.718|0.006
151|8.774|0.006
152|8.829|0.006
153|8.884|0.006
154|8.939|0.005
155|8.992|0.005
156|9.046|0.005
157|9.098|0.005
158|9.151|0.005
159|9.202|0.005
160|9.253|0.005
161|9.303|0.005
162|9.352|0.005
163|9.401|0.005
164|9.449|0.005
165|9.496|0.005
166|9.542|0.005
167|9.588|0.005
168|9.633|0.004
169|9.676|0.004
170|9.719|0.004
171|9,761|0.004
172|9.803|0.004
173|9.843|0.004
174|9.882|0.004
175|9.920|0.004
176|9.956|0.004
177|9.992|0.004
178|10.027|0.003
179|10.060|0.003
180|10.092|0.003
181|10.122|0.003
182|10.151|0.003
183|10.178|0.003
184|10.203|0.003
186|10.227|0.002
186|10.248|0.002
187|10.267|0.002
188|10.284|0.002
189|10.296|0.001
190|10.305|0.001
